MapCode,SpeciesName,CohortAge,CohortBiomass
12919,poputrem,75,1268
12919,querrubr,75,1724
12919,tsugcana,25,462
12919,tsugcana,50,3774
12919,tsugcana,75,2074
12920,acerrubr,50,588
12920,fagugran,50,672
12920,querrubr,50,500
12920,querrubr,75,5273
12920,tsugcana,50,1440
12920,tsugcana,75,2549
12921,acerrubr,50,1631
12921,fagugran,25,547
12921,ostrvirg,25,529
12921,pinustro,50,2792
12921,pinustro,75,2920
12921,querrubr,25,745
12921,querrubr,50,6129
12921,querrubr,75,3293
12922,acerrubr,75,1690
12922,betualle,75,809
12922,betupapy,75,953
12922,fagugran,75,918
12922,querrubr,75,2742
12922,tsugcana,50,794
12922,tsugcana,75,9604
12923,acerrubr,25,413
12923,acerrubr,50,2591
12923,fagugran,50,679
12923,ostrvirg,25,360
12923,pinustro,25,490
12923,pinustro,50,813
12923,queralba,50,347
12923,querrubr,50,2080
12923,quervelu,75,1748
12923,tsugcana,25,461
12923,tsugcana,50,374
12924,acerrubr,25,4600
12924,fagugran,25,2723
12924,pinustro,25,856
12924,pinustro,50,3454
12924,querrubr,50,2494
12925,acerrubr,50,1289
12925,acerrubr,75,388
12925,betupapy,50,378
12925,fagugran,50,487
12925,fraxamer,50,248
12925,pinustro,75,1039
12925,pinustro,100,7534
12925,querrubr,50,4678
12925,querrubr,75,1077
12926,acerrubr,25,289
12926,acerrubr,50,2736
12926,betupapy,25,202
12926,betupopu,25,735
12926,fraxamer,25,289
12926,fraxamer,50,3904
12926,querrubr,25,175
12927,acerrubr,50,8398
12927,acerrubr,75,6525
12927,pinustro,75,1507
12927,popugran,75,845
12927,ulmuamer,75,1223
12928,acerrubr,25,442
12928,acerrubr,50,6149
12928,pinustro,50,812
12928,queralba,50,721
12928,querrubr,50,920
12929,acerrubr,50,1240
12929,acerrubr,75,2705
12929,fagugran,25,267
12929,fagugran,50,565
12929,fraxamer,25,615
12929,fraxamer,50,1303
12929,fraxamer,75,1890
12929,fraxnigr,75,816
12929,querrubr,50,1348
12929,querrubr,75,554
12931,abiebals,25,879
12931,acerrubr,25,728
12931,acerrubr,50,764
12931,acerrubr,75,164
12931,acersacc,50,327
12931,betualle,50,470
12931,fraxamer,50,253
12931,fraxamer,75,1134
12931,querrubr,50,719
12931,tiliamer,25,154
12931,tsugcana,25,151
12932,acerrubr,50,765
12932,queralba,50,3037
12932,querrubr,50,1889
12932,querrubr,75,3070
12933,betupopu,25,43
12933,poputrem,25,19
12933,tsugcana,25,200
12977,acerrubr,25,728
12977,betupapy,25,3478
12977,picerube,50,671
12977,pinustro,50,4328
12981,acerrubr,50,6952
12981,acersacc,50,470
12981,betualle,50,680
12981,fagugran,25,1262
12981,fagugran,50,3226
12981,picerube,50,2772
12983,acerrubr,50,1441
12983,acerrubr,75,1757
12983,acersacc,50,742
12983,betualle,25,697
12983,betualle,75,1914
12983,betupapy,75,1010
12983,fagugran,50,671
12983,fagugran,75,2851
12983,fraxamer,50,627
12983,fraxamer,75,2407
12983,querrubr,75,2142
12983,tsugcana,50,2033
12983,tsugcana,75,1961
12984,abiebals,50,890
12984,acerrubr,50,2955
12984,acerrubr,75,1209
12984,betualle,25,586
12984,betualle,50,584
12984,betualle,75,690
12984,betupapy,50,736
12984,pinustro,50,286
12984,querrubr,50,2511
12984,querrubr,75,6076
12984,tsugcana,25,726
12984,tsugcana,50,2802
13059,acerrubr,50,1272
13059,acerrubr,75,490
13059,acersacc,50,361
13059,fagugran,25,387
13059,fagugran,50,776
13059,fraxamer,75,1513
13059,querrubr,25,891
13059,querrubr,50,501
13060,betupapy,50,3948
13060,fraxamer,75,1577
13060,picerube,50,555
13060,pinuresi,75,1351
13060,pinustro,50,1217
13060,pinustro,75,8726
13060,querrubr,50,2355
13060,querrubr,75,3244
13060,tsugcana,50,1088
13145,acerrubr,25,2204
13145,acerrubr,50,1126
13145,betupopu,25,307
13145,pinustro,50,9002
13145,poputrem,50,283
13145,tsugcana,50,209
13146,acerrubr,50,3145
13146,betupapy,50,806
13146,poputrem,75,411
13146,querrubr,75,316
13146,tsugcana,25,1947
13146,tsugcana,50,2498
13146,tsugcana,75,472
13148,acerrubr,50,534
13148,acerrubr,75,708
13148,betualle,75,1142
13148,betupapy,75,874
13148,picerube,50,5118
13148,picerube,75,7247
13148,picerube,100,4134
13148,tsugcana,25,1362
13148,tsugcana,50,3000
13148,tsugcana,75,3494
13150,acerrubr,50,1464
13150,betualle,25,883
13150,betualle,50,1289
13150,fagugran,25,231
13150,picerube,50,2760
13150,picerube,75,972
13150,pinustro,50,375
13150,querrubr,50,1428
13150,tsugcana,50,3437
13150,tsugcana,75,1460
13171,abiebals,25,1525
13171,piceglau,50,431
13171,picemari,50,1728
13171,thujocci,25,445
13456,abiebals,50,3005
13456,acerrubr,50,4889
13456,pinustro,25,455
13456,pinustro,50,1458
14557,abiebals,25,362
14557,abiebals,50,397
14557,acerrubr,50,739
14557,acerrubr,75,1462
14557,acersacc,75,566
14557,fagugran,25,432
14557,pinustro,75,479
14557,pinustro,100,5086
14557,pinustro,125,21989
14557,tsugcana,50,560
14691,acersacc,75,757
14691,acersacc,100,8195
14691,betualle,50,2804
14691,betualle,100,1867
14691,ostrvirg,25,1003
14691,ostrvirg,50,721
14691,tiliamer,75,450
14691,tiliamer,100,716
14691,tsugcana,25,345
14691,tsugcana,50,642
14750,abiebals,50,1031
14750,abiebals,75,1211
14750,piceglau,50,1121
14750,pinuresi,75,14554
14750,poputrem,75,5050
14816,abiebals,50,348
14816,betupapy,100,259
14816,larilari,100,306
14816,picemari,100,1523
14816,prunsero,75,181
14816,thujocci,50,4167
14816,thujocci,75,4026
14816,thujocci,100,1667
15215,acerrubr,75,8582
15215,acerrubr,100,2549
15215,pinustro,50,1694
15215,pinustro,75,4888
15215,pinustro,100,14785
15215,quervelu,75,1634
15216,acerrubr,50,707
15216,acerrubr,75,786
15216,pinustro,50,793
15216,pinustro,75,12113
15216,pinustro,100,1909
15216,queralba,75,3851
15216,quervelu,50,2303
15216,quervelu,75,2547
15216,tsugcana,75,2536
15217,acerrubr,50,1943
15217,acerrubr,75,4489
15217,pinustro,75,6924
15217,querrubr,100,15053
15218,acerrubr,50,6962
15218,pinustro,75,40062
15218,tsugcana,50,3522
15219,acerrubr,50,1402
15219,acerrubr,75,1770
15219,betulent,25,351
15219,betupapy,75,2307
15219,pinustro,75,8720
15219,querrubr,75,4587
15219,tsugcana,25,321
15219,tsugcana,50,409
15220,acerrubr,50,530
15220,acersacc,50,510
15220,acersacc,75,1127
15220,betulent,75,1506
15220,fraxamer,50,422
15220,fraxamer,100,1937
15220,querrubr,50,539
15220,tsugcana,50,1676
15221,acerrubr,50,510
15221,acerrubr,100,3800
15221,acersacc,100,2320
15221,fagugran,75,10512
15221,tsugcana,50,1408
15221,tsugcana,75,9507
15223,acerrubr,50,1801
15223,acerrubr,75,2656
15223,acersacc,50,840
15223,betulent,50,2468
15223,betulent,75,2969
15223,fagugran,25,520
15223,fagugran,50,574
15223,fraxamer,25,846
15223,fraxamer,50,1897
15223,querrubr,75,995
15223,tsugcana,25,182
15224,abiebals,25,189
15224,acerrubr,50,1552
15224,acerrubr,75,568
15224,pinustro,50,472
15224,pinustro,75,597
15224,pinustro,100,7644
15224,querrubr,50,7299
15224,querrubr,75,7904
15224,tsugcana,50,1895
15225,acersacc,25,803
15225,acersacc,50,476
15225,betualle,50,303
15225,betulent,75,3173
15225,fagugran,50,153
15225,fraxamer,50,902
15225,fraxamer,75,742
15225,tsugcana,50,395
15226,pinuresi,50,595
15226,pinustro,50,1051
15226,querrubr,50,925
15226,tsugcana,25,709
15226,tsugcana,50,3324
15227,acerrubr,50,1249
15227,acerrubr,75,1456
15227,fraxamer,50,1310
15227,queralba,75,16746
15228,acerrubr,50,9751
15228,acerrubr,75,9326
15228,pinustro,50,1047
15228,pinustro,75,22467
15229,acerrubr,50,4509
15229,querrubr,50,3744
15229,tsugcana,25,214
15229,ulmuamer,25,183
15230,acerrubr,50,1320
15230,betulent,50,816
15230,pinustro,75,3150
15230,queralba,50,724
15230,quercocc,50,422
15230,quercocc,75,4467
15230,querrubr,50,661
15230,querrubr,75,2149
15230,querrubr,100,2488
15231,acerrubr,50,2421
15231,betulent,50,751
15231,pinustro,75,1793
15231,quercocc,50,1369
15231,quercocc,75,4967
15231,querrubr,50,2374
15231,querrubr,75,6767
15231,quervelu,75,2736
15232,betupapy,50,678
15232,querrubr,50,3698
15232,querrubr,75,11844
15232,quervelu,50,1516
15233,acerrubr,50,33026
15233,pinustro,50,3943
15234,acerrubr,50,1457
15234,pinustro,50,4926
15234,pinustro,75,4952
15234,queralba,50,1045
15234,querrubr,50,605
15234,quervelu,50,1141
15235,acerrubr,50,630
15235,betulent,25,413
15235,pinustro,50,913
15235,pinustro,75,2237
15235,querrubr,50,11736
15235,querrubr,75,1540
15235,tsugcana,25,670
15235,tsugcana,50,5627
15236,abiebals,25,149
15236,picerube,50,2160
15236,picerube,75,936
15236,tsugcana,25,288
15236,tsugcana,50,561
15237,acerrubr,50,3170
15237,acerrubr,75,942
15237,betualle,25,324
15237,betualle,50,359
15237,betupapy,50,332
15237,betupapy,75,602
15237,fagugran,25,524
15237,fagugran,50,590
15237,picerube,50,1563
15237,querrubr,75,1443
15238,pinustro,50,2825
15238,pinustro,75,1751
15239,acerrubr,25,1175
15239,acerrubr,50,3159
15239,fagugran,25,500
15239,pinustro,50,425
15239,pinustro,75,2755
15239,querrubr,50,13673
15239,querrubr,75,1224
15239,tsugcana,50,1535
15240,acerrubr,50,3155
15240,betualle,50,926
15240,pinustro,50,3728
15240,pinustro,75,2274
15240,poputrem,50,383
15240,querrubr,50,4528
15240,tsugcana,25,533
15241,acerrubr,50,6964
15241,acerrubr,75,1696
15241,fagugran,50,596
15241,fagugran,75,2239
15241,ulmuamer,50,255
15242,acerrubr,50,1261
15242,acerrubr,75,10288
15242,acerrubr,100,9121
15242,acersacc,50,1247
15242,acersacc,75,4143
15242,betulent,75,1445
15242,fagugran,75,4485
15242,fraxamer,100,1280
15242,pinustro,75,966
15242,pinustro,100,5268
15242,querrubr,50,1209
15242,querrubr,100,2713
15242,tsugcana,50,933
15243,acerrubr,50,721
15243,acerrubr,75,379
15243,acersacc,25,727
15243,betualle,25,581
15243,betupapy,50,532
15243,fagugran,25,404
15243,pinustro,75,7092
15243,querrubr,50,1050
15243,querrubr,75,1055
15243,tsugcana,50,2504
15243,tsugcana,75,6528
15244,acerrubr,50,3651
15244,betualle,50,3174
15244,betualle,75,1389
15244,betulent,50,605
15244,betupapy,50,1316
15244,fagugran,50,410
15244,querrubr,50,396
15244,querrubr,75,2308
15245,acerrubr,50,1045
15245,pinustro,50,1483
15245,pinustro,75,13309
15245,querrubr,25,338
15245,querrubr,50,4609
15245,querrubr,75,2226
15246,acerrubr,50,325
15246,betulent,25,122
15246,betulent,50,152
15246,betulent,75,478
15246,pinustro,75,1363
15246,pinustro,100,1513
15246,queralba,50,2977
15246,queralba,75,1271
15246,querrubr,75,1115
15247,pinustro,50,245
15247,queralba,50,743
15247,queralba,75,3027
15247,querrubr,50,1117
15247,tsugcana,25,2624
15247,tsugcana,50,1063
15248,acerrubr,25,455
15248,fagugran,25,270
15248,pinurigi,100,2147
15248,pinustro,50,464
15248,pinustro,75,3534
15248,pinustro,100,13292
15248,queralba,50,232
15248,querrubr,50,1374
15248,querrubr,75,284
15249,acerrubr,50,2340
15249,acerrubr,75,8107
15249,betupapy,50,844
15249,betupapy,75,798
15249,pinustro,75,9007
15249,tsugcana,50,888
15250,acerrubr,50,5393
15250,acerrubr,75,5813
15250,betupapy,75,1919
15250,fagugran,50,883
15250,querrubr,75,19757
15251,acerrubr,50,6328
15251,acerrubr,75,2511
15251,acersacc,25,314
15251,betualle,50,1691
15251,betulent,50,3016
15251,pinustro,75,2113
15251,querrubr,50,660
15251,querrubr,75,3717
15251,tsugcana,25,1288
15251,tsugcana,50,2974
15252,betupopu,25,3015
15252,pinustro,25,353
15252,popugran,25,739
15260,acerrubr,50,269
15260,acerrubr,75,1163
15260,acersacc,25,444
15260,betupapy,50,640
15260,fagugran,25,555
15260,fagugran,50,3077
15260,fagugran,75,2835
15260,popugran,50,541
15260,popugran,75,6681
15260,poputrem,75,1604
15260,querrubr,75,3435
15263,acerrubr,50,756
15263,acersacc,75,2687
15263,fagugran,50,2555
15263,fagugran,75,3240
15263,querrubr,75,14791
15263,querrubr,100,8050
15265,acerrubr,50,589
15265,acerrubr,75,609
15265,picerube,50,87
15265,tsugcana,25,114
15267,acerrubr,50,1660
15267,betupapy,25,740
15267,betupapy,50,403
15267,fagugran,25,554
15267,fagugran,50,639
15267,ostrvirg,25,297
15267,pinustro,75,1069
15267,queralba,50,2323
15267,querrubr,50,3044
15267,querrubr,75,4331
15267,querrubr,100,2185
15268,acerrubr,75,667
15268,fagugran,50,938
15268,fagugran,75,1831
15268,picerube,75,893
15268,tsugcana,50,1751
15268,tsugcana,75,12224
15269,prunsero,50,1321
15269,querrubr,75,21621
15270,acerrubr,25,302
15270,acerrubr,50,1704
15270,acerrubr,75,4199
15270,acersacc,25,187
15270,betupapy,50,956
15270,fagugran,25,667
15270,pinustro,50,381
15270,querrubr,50,558
15270,querrubr,75,5465
15271,acerrubr,50,2048
15271,acerrubr,75,1997
15271,betupapy,50,1411
15271,fagugran,50,2375
15271,pinustro,75,3151
15271,querrubr,50,3122
15271,tsugcana,50,5059
15271,tsugcana,75,5439
15272,betupapy,25,1053
15272,betupopu,25,270
15272,betupopu,50,524
15272,poputrem,50,596
15272,poputrem,75,822
15272,querrubr,25,507
15273,acerrubr,50,722
15273,acerrubr,75,1998
15273,acersacc,50,6104
15273,acersacc,75,1827
15273,fagugran,50,644
15273,fraxamer,50,1934
15273,fraxamer,75,1735
15273,pinustro,75,6017
15273,tiliamer,50,881
15273,tiliamer,75,476
15274,acerrubr,50,359
15274,acerrubr,75,644
15274,acersacc,25,442
15274,betualle,25,309
15274,betualle,50,2804
15274,betulent,75,1344
15274,betupapy,50,597
15274,fagugran,25,580
15274,fagugran,50,539
15274,fraxamer,25,382
15274,fraxamer,50,1098
15275,acerrubr,50,676
15275,acerrubr,75,3364
15275,acerrubr,100,595
15275,fagugran,50,907
15275,fagugran,100,4810
15275,querrubr,100,1210
15275,querrubr,125,1441
15275,querrubr,150,3266
15275,tsugcana,50,2673
15275,tsugcana,75,1006
15275,tsugcana,100,6084
15276,acerrubr,75,1782
15276,acersacc,75,2666
15276,betualle,50,1064
15276,betualle,75,2317
15276,pinustro,75,568
15276,querrubr,75,13105
15276,tsugcana,75,3100
15277,acerrubr,50,3172
15277,acerrubr,75,5149
15277,betualle,50,1066
15277,betupapy,50,1191
15277,betupapy,75,2240
15277,fagugran,75,1018
15277,tsugcana,50,2369
15278,acerrubr,50,1115
15278,acersacc,25,3532
15278,fraxamer,25,1493
15278,pinustro,50,11390
15278,querrubr,25,1111
15278,querrubr,50,5185
15279,acerrubr,50,1281
15279,querrubr,50,2409
15279,querrubr,75,24529
15279,tsugcana,25,1196
15279,tsugcana,50,6078
15279,tsugcana,75,1837
15280,betualle,25,91
15280,betupapy,25,24
15280,fagugran,25,98
15281,acersacc,50,1422
15281,betupapy,50,665
15281,fraxamer,25,569
15281,pinustro,50,718
15281,pinustro,75,7146
15281,poputrem,50,807
15281,poputrem,75,2369
15281,querrubr,50,860
15282,acerrubr,75,8197
15282,betualle,75,352
15282,betupapy,75,1072
15282,fagugran,75,678
15282,picerube,50,235
15282,pinustro,50,294
15282,querrubr,50,407
15282,querrubr,75,2075
15283,acerrubr,75,2039
15283,betulent,75,532
15283,fagugran,25,498
15283,pinustro,75,968
15283,querrubr,50,360
15283,querrubr,75,8901
15284,acerrubr,25,1911
15284,acerrubr,50,6901
15284,betupapy,50,650
15284,prunsero,25,1080
15291,abiebals,25,762
15291,abiebals,50,2778
15291,acerrubr,50,384
15291,acerrubr,75,3114
15291,betualle,50,1443
15291,betualle,75,771
15291,betupapy,50,296
15291,fraxamer,75,308
15291,larilari,50,1776
15291,poputrem,75,3601
15294,acerrubr,50,1945
15294,acerrubr,75,1116
15294,acersacc,50,522
15294,acersacc,75,1772
15294,fagugran,25,802
15294,fagugran,50,6153
15294,fagugran,75,2348
15294,tsugcana,75,1630
15299,acerrubr,50,810
15299,acerrubr,75,1624
15299,acersacc,75,947
15299,betualle,50,622
15299,betupapy,50,1562
15299,betupapy,75,965
15299,fagugran,50,1024
15299,fagugran,75,1803
15299,fraxamer,50,388
15299,popugran,75,1084
15299,tsugcana,25,654
15299,tsugcana,50,1659
15299,tsugcana,75,990
15300,abiebals,50,1239
15300,acerrubr,50,956
15300,acerrubr,75,2412
15300,acersacc,75,2802
15300,acersacc,100,1123
15300,betualle,75,563
15300,betupapy,50,408
15300,betupapy,100,1719
15300,fraxamer,75,980
15300,picerube,25,192
15300,pinustro,100,6475
15301,acerrubr,50,653
15301,betualle,25,2413
15301,betualle,50,376
15301,betupapy,50,329
15301,betupapy,75,1568
15301,fagugran,25,402
15301,fagugran,50,431
15301,fraxamer,75,1245
15301,popugran,50,429
15301,querrubr,25,477
15301,querrubr,50,402
15301,tsugcana,25,888
15301,tsugcana,50,594
15302,acerrubr,25,809
15302,acersacc,25,5371
15302,betulent,25,5243
15302,betupapy,25,1550
15302,fagugran,25,1297
15302,tsugcana,25,2708
15303,acerrubr,50,689
15303,acerrubr,75,632
15303,betulent,50,821
15303,pinustro,75,4288
15303,tsugcana,50,1273
15303,tsugcana,75,15531
15303,tsugcana,100,1635
15304,acerrubr,50,3927
15304,acersacc,25,287
15304,pinustro,75,20663
15304,querrubr,75,6203
15304,tsugcana,25,594
15304,tsugcana,50,1271
15305,acerrubr,75,727
15305,betulent,50,1435
15305,betulent,75,1356
15305,fagugran,25,697
15305,fagugran,50,2606
15305,fagugran,75,2299
15305,fraxamer,50,1539
15305,prunsero,50,462
15305,querrubr,50,1313
15305,querrubr,75,4538
15305,tsugcana,25,858
15305,tsugcana,50,2398
15305,tsugcana,75,4777
15312,abiebals,50,642
15312,acerrubr,50,488
15312,acerrubr,75,901
15312,betualle,25,639
15312,betualle,50,1341
15312,betupapy,50,338
15312,fraxnigr,50,699
15312,picerube,50,736
15312,thujocci,25,173
15319,acerrubr,75,2704
15319,acersacc,50,468
15319,acersacc,75,3259
15319,betualle,75,4430
15319,fagugran,50,242
15319,fagugran,75,637
15319,fraxamer,75,1786
15319,picerube,50,846
15319,tsugcana,50,538
15319,tsugcana,75,1924
15321,abiebals,25,180
15321,abiebals,50,786
15321,acerrubr,25,233
15321,acerrubr,50,299
15321,pinustro,50,1311
15321,pinustro,75,3598
15321,querrubr,50,719
15322,abiebals,25,588
15322,larilari,25,246
15322,pinustro,25,387
15322,poputrem,25,628
15324,abiebals,50,290
15324,abiebals,75,311
15324,acerrubr,50,6538
15324,acerrubr,75,1823
15324,betupapy,50,1650
15324,betupapy,75,1531
15324,fraxamer,50,365
15324,pinustro,75,439
15324,prunsero,50,526
15324,prunsero,75,335
15324,querrubr,50,247
15325,abiebals,25,288
15325,abiebals,50,374
15325,acerrubr,50,4480
15325,acerrubr,75,2001
15325,acersacc,25,333
15325,betualle,25,611
15325,betualle,50,881
15325,betualle,75,1879
15325,betupapy,50,411
15325,betupapy,75,762
15325,fraxamer,25,340
15325,fraxamer,75,498
15327,acerrubr,25,507
15327,acerrubr,50,756
15327,fraxamer,50,387
15327,picerube,50,587
15327,querrubr,25,959
15327,querrubr,50,3239
15327,querrubr,75,796
15327,tsugcana,50,694
15338,acerrubr,75,6532
15338,acerrubr,100,1736
15338,acersacc,100,1420
15338,betualle,75,1134
15338,betualle,100,5928
15338,fagugran,50,928
15338,fagugran,75,550
15338,fraxamer,75,528
15338,tsugcana,50,3085
15338,tsugcana,75,3850
15341,abiebals,25,613
15341,abiebals,50,629
15341,acerrubr,50,970
15341,betualle,50,1360
15341,betualle,75,9686
15341,fagugran,50,938
15341,picerube,50,1972
15341,tsugcana,50,543
15350,acersacc,50,775
15350,acersacc,75,3287
15350,betualle,50,391
15350,betualle,75,2212
15350,betupapy,50,673
15350,fagugran,75,3708
15350,fraxamer,50,1167
15350,fraxamer,75,3580
15352,acerrubr,50,2223
15352,acerrubr,75,1989
15352,acerrubr,100,689
15352,betualle,75,1932
15352,betupapy,50,658
15352,betupapy,100,772
15352,fraxamer,75,2091
15352,fraxamer,100,7950
15352,prunsero,75,567
15352,querrubr,50,522
15352,querrubr,100,2746
15353,acerrubr,25,417
15353,acerrubr,50,553
15353,betupapy,25,356
15353,picerube,50,5817
15353,picerube,75,542
15353,querrubr,25,584
15353,querrubr,50,2722
15358,acerrubr,50,2406
15358,acerrubr,75,2492
15358,acersacc,75,2668
15358,betupapy,50,788
15358,fagugran,50,3411
15358,fraxamer,75,683
15358,querrubr,50,563
15358,querrubr,75,4215
15358,tsugcana,25,946
15358,tsugcana,50,591
15359,acerrubr,50,1086
15359,fagugran,25,302
15359,fagugran,50,947
15359,picerube,50,2544
15359,picerube,75,565
15359,pinustro,50,452
15359,querrubr,25,418
15359,querrubr,50,4341
15359,querrubr,75,4722
15359,tsugcana,50,2210
15366,acerrubr,75,3001
15366,acerrubr,100,2010
15366,acersacc,50,1515
15366,acersacc,75,1268
15366,betualle,50,1308
15366,betualle,75,6392
15366,betupapy,100,1643
15366,fagugran,25,154
15366,tsugcana,50,693
15369,acerrubr,75,3120
15369,acersacc,50,587
15369,betualle,75,1186
15369,betualle,100,2805
15369,picerube,50,461
15369,tsugcana,50,2150
15369,tsugcana,75,15257
15372,betupapy,25,173
15372,fagugran,50,432
15372,pinurigi,25,292
15372,prunsero,25,719
15372,quercocc,25,2189
15372,quercocc,50,184
15380,acersacc,25,598
15380,acersacc,100,8781
15380,caryglab,75,781
15380,fraxamer,100,1573
15380,pinustro,75,3934
15380,pinustro,100,3577
15380,queralba,75,1569
15380,querprin,100,705
15381,acersacc,50,1769
15381,fraxamer,25,373
15381,fraxamer,50,2308
15383,acerrubr,50,622
15383,acersacc,25,632
15383,acersacc,50,944
15383,betulent,25,335
15383,querprin,50,4565
15383,querrubr,50,5001
15384,acersacc,50,999
15384,acersacc,100,5051
15384,betulent,50,692
15384,caryglab,75,1039
15384,querprin,50,1084
15384,querrubr,50,1988
15384,quervelu,50,2838
15385,acerrubr,25,3133
15385,acerrubr,50,7961
15385,caryglab,25,2464
15385,pinustro,50,2998
15386,acersacc,75,4237
15386,ostrvirg,25,3120
15386,querrubr,75,6209
15386,querrubr,100,10034
15386,tiliamer,75,3184
15388,acersacc,25,1148
15388,acersacc,50,2533
15388,acersacc,75,4865
15388,acersacc,100,3655
15388,querrubr,50,1174
15388,querrubr,75,2153
15389,acerrubr,25,362
15389,acersacc,50,6698
15389,betupapy,25,2144
15389,fraxamer,25,390
15389,fraxamer,50,2964
15389,fraxamer,75,4841
15389,prunsero,50,925
15390,acerrubr,50,793
15390,acerrubr,75,2043
15390,acersacc,50,532
15390,betulent,100,986
15390,pinustro,75,8759
15390,pinustro,100,8259
15390,prunsero,50,376
15390,querrubr,75,1853
15391,acerrubr,50,3967
15391,fraxamer,25,3496
15391,fraxamer,50,2504
15391,fraxamer,75,6060
15392,acersacc,50,767
15392,acersacc,75,2066
15392,betulent,75,1302
15392,fraxamer,100,2796
15392,pinustro,50,527
15392,prunsero,100,2410
15395,acerrubr,25,331
15395,acerrubr,50,402
15395,fraxamer,75,1159
15396,acerrubr,50,6798
15396,acerrubr,75,2972
15396,ulmuamer,50,543
15396,ulmuamer,75,777
15400,acerrubr,50,766
15400,betulent,25,318
15400,querprin,50,3396
15400,quervelu,75,1074
15400,tsugcana,25,775
15400,tsugcana,50,610
15402,acerrubr,50,1358
15402,acerrubr,75,2315
15402,acersacc,50,5463
15402,fagugran,50,1658
15402,fraxamer,75,1082
15402,ostrvirg,25,755
15402,popugran,100,2724
15402,tsugcana,50,3650
15403,acerrubr,75,727
15403,acersacc,75,1483
15403,acersacc,100,1660
15403,caryglab,75,2532
15403,fagugran,25,392
15403,fraxamer,75,1290
15403,fraxamer,100,1529
15403,ostrvirg,25,1118
15403,queralba,75,8073
15403,querprin,50,594
15405,acerrubr,75,5288
15405,acerrubr,100,6225
15405,acersacc,75,855
15405,acersacc,100,959
15405,fagugran,75,2530
15405,querrubr,125,3236
15405,tsugcana,50,2344
15405,tsugcana,75,663
15406,acerrubr,50,2279
15406,acerrubr,75,3020
15406,acersacc,50,1932
15406,acersacc,75,5295
15406,acersacc,100,2380
15406,popugran,100,3303
15406,poputrem,100,841
15406,querprin,75,3514
15406,querrubr,75,2389
15406,quervelu,75,1167
15406,quervelu,100,2162
15407,pinustro,50,4931
15407,pinustro,75,19444
15409,acerrubr,125,2278
15409,acersacc,100,966
15409,acersacc,125,1492
15409,betualle,75,607
15409,betualle,100,412
15409,betualle,125,3118
15409,querrubr,125,5151
15409,tiliamer,100,457
15409,tsugcana,50,1378
15409,tsugcana,75,1086
15410,acerrubr,25,565
15410,acerrubr,50,616
15410,pinustro,25,531
15410,querprin,50,3965
15410,querprin,75,1051
15410,querrubr,50,7950
15410,querrubr,75,4032
15411,fraxamer,25,10054
15411,fraxamer,50,3378
15412,acerrubr,50,4795
15412,acerrubr,75,3679
15412,betulent,50,654
15412,caryglab,75,1650
15412,queralba,75,3168
15412,querrubr,75,3258
15412,tsugcana,50,7320
15413,betulent,75,1334
15413,betulent,100,1590
15413,querprin,25,1052
15413,querprin,50,3782
15413,querprin,75,1698
15413,querprin,100,4666
15415,acersacc,50,2482
15415,betulent,25,695
15415,betulent,50,11830
15415,queralba,50,2265
15415,querprin,50,999
15416,fraxamer,50,777
15416,fraxamer,75,1277
15416,pinustro,50,3967
15417,acersacc,50,3917
15417,acersacc,75,10825
15417,acersacc,100,2543
15417,fagugran,25,460
15417,fagugran,50,434
15417,fagugran,75,1081
15417,tiliamer,100,3672
15420,acersacc,25,1514
15420,acersacc,50,2114
15420,querrubr,50,11658
15420,tiliamer,50,924
15420,tiliamer,75,782
15422,acerrubr,50,2849
15422,acerrubr,75,3210
15422,acersacc,50,689
15422,acersacc,75,5818
15422,acersacc,100,11133
15422,pinustro,50,716
15423,acerrubr,25,597
15423,acerrubr,50,2479
15423,acerrubr,75,5954
15423,fraxamer,25,488
15423,poputrem,50,608
15423,prunsero,50,524
15423,prunsero,75,668
15423,querrubr,75,7328
15424,acerrubr,50,8250
15424,betupapy,50,481
15424,fraxamer,25,414
15424,fraxamer,50,713
15424,pinustro,75,5409
15424,poputrem,25,729
15424,poputrem,50,3431
15424,querrubr,50,3006
15424,quervelu,50,1352
15424,ulmuamer,25,1050
15426,acersacc,50,10809
15429,acerrubr,25,870
15429,betupapy,25,744
15429,fagugran,25,1770
15429,fraxamer,25,585
15429,ostrvirg,25,437
15429,querrubr,25,3336
15430,acerrubr,50,1711
15430,acersacc,50,3165
15430,betulent,25,720
15430,fagugran,50,1947
15430,ostrvirg,25,601
15430,ostrvirg,50,469
15430,pinustro,50,3216
15430,querrubr,50,6514
15431,acersacc,25,1545
15431,acersacc,50,3946
15431,fraxamer,50,5917
15431,fraxamer,75,3752
15431,querrubr,25,1025
15431,querrubr,50,2835
15431,querrubr,75,5777
15435,acerrubr,50,2379
15435,acerrubr,75,5822
15435,betualle,25,746
15435,betualle,50,645
15435,betulent,50,2208
15435,betulent,75,1081
15435,fagugran,50,1416
15435,querrubr,75,3165
15435,querrubr,100,3608
15437,acerrubr,50,2616
15437,betulent,25,818
15437,pinustro,50,1433
15437,pinustro,75,10460
15437,pinustro,100,1304
15437,prunsero,50,718
15437,prunsero,75,1335
15438,acerrubr,50,12434
15438,fagugran,50,5964
15438,pinustro,50,1643
15439,acerrubr,50,2438
15439,acerrubr,75,906
